,Dir Rank,Movie,actor,type,role,aw
4685,CCo5,Home Alone 2: Lost in New York,s a,\Und,"magnate ""Donald Trump""",|
4686,CCo6,Mrs.~Doubtfire,Robin Williams,\Und,"actor, divorced, becomes maid ""Daniel Hillard, Mrs.~Doubtfire""",|
4687,CCo6,Mrs.~Doubtfire,Sally Field,\Und,"interior decorator, ex-wife, maid's employer ""Miranda""",|
4688,CCo6,Mrs.~Doubtfire,Pierce Brosnan,\Und,"old rich stud boyfriend ""Stuart""",|
4689,CCo6,Mrs.~Doubtfire,Harvey Fierstein,\Und,Dan's gay brother,|
4690,CCo6,Mrs.~Doubtfire,Robert Prosky,\Und,straight boss,|
4691,CCo6,Mrs.~Doubtfire,Polly Hollyday,\Und,"RZ:social worker, checks on Mrs.~Doubtfire",|
4692,CCo6,Mrs.~Doubtfire,Scott Capurro,\Und,"gay' brother's friend ""Auntie Jack""",|
4693,CCo6,Mrs.~Doubtfire,Lisa Jacub,\Und,"daughter ""Lisa""",|
4694,CCo6,Mrs.~Doubtfire,s a,\Und,"son, discovers father's ruse",|
4695,CCo6,Mrs.~Doubtfire,Renee La Plante,\Und,"do-nothing governess ""Renee LaPlante""",Nt(Also Associate producer)
4696,CCo10,Home Alone 3,Alex Lynn,\Und,kid,|
4697,CCo11,Stepmom,Ed Harris,\Und,"father, leaves wife ""Luke""",|
4698,CCo11,Stepmom,Susan Sarandon,\Und,"ex-wife, gets cancer ""Jackie""",|
4699,CCo11,Stepmom,Julia Roberts,\Und,"ravishing new stepmom ""Isabel""",|
4700,CCo11,Stepmom,s a,\Und,"son, gets lost ""Ben""",|
4701,CCr10,Off Limits,William Dafoe,\Und,dogged military investigator,|
4702,CCr10,Off Limits,Gregory Hines,\Und,"senior investigator, incriminated",|
4703,CCr10,Off Limits,Fred Ward,\Und,"sympathetic cop; actual muderer ""Dix""",|
4704,CCr10,Off Limits,Amanda Pays,\Und,caring religious nurse,|
4705,CCr10,Off Limits,Keith David,\Und,"scared witness, killed ""Maurice""",|
4706,CCr10,Off Limits,Kay Tong Lim,\Und,Vietnamese officer,|
4707,CCr10,Off Limits,Scott Glen,\Und,"US colonel, murders prostitute, accused, suicide",|
4708,CCr10,Off Limits,Paul Alan Grier,\Und,"RN:""Rover""",|
4709,CCr10,Off Limits,Richard Brok,\Und,und,|
4710,CCr10,Off Limits,Thuy Ann Lun,\Und,drug dealer,|
4711,CCr10,Off Limits,Raymond OConnor,\Und,und,|
4712,CCr12,Whispers in the Dark,Annabelle Sciorra,\Sci,"psychiatrist ""Ann Henneken""",|
4713,CCr12,Whispers in the Dark,Jamey Sheridan,\Sus,"aviator, lover ""Doug McDowell""",|
4714,CCr12,Whispers in the Dark,Deborah Unger,\Vic,"voluptuous model, Ann's patient, lover, Doug's mistress, murdered by Leo ""Olivia""",|
4715,CCr12,Whispers in the Dark,Alan Alda,"\Rul,\Vil","psychiatrist's mentor, loves Ann, murderer, killed by Ann ""Leo Green""",|
4716,CCr12,Whispers in the Dark,Anthony LaPaglia,\Und,"hostile police detective, killed by Leo",|
4717,CCr12,Whispers in the Dark,Jill Clayburgh,\Und,"mentor's supportive wife, hit ""Sarah Green""",|
4718,CCr12,Whispers in the Dark,Anthony Heald,\Sav,"psychiatrist's admiring ex-boyfriend ""Paul""",|
4719,CCr12,Whispers in the Dark,John Leguixamo,\Und,"sadistic artist, suspect, falls ""John Castillo""",|
4720,CCr12,Whispers in the Dark,Jaqueline Brookes,\Und,Doug's mother,|
4721,CCw2,Singles,Campbell Scott,\Und,"yuppie architect, loses Linda, project ""Steve""",|
4722,CCw2,Singles,Kyra Sedgewick,\Und,"yuppie researcher, comes back to Steve ""Linda""",|
4723,CCw2,Singles,Matt Dillon,\Und,"RZ:bandleader, hangs loose ""Cliff""",|
4724,CCw2,Singles,Bridget Fonda,\Und,"bubbly underachiever waitress, smitten with bandleader ""Janet""",|
4725,CCw2,Singles,Camilo Gallardo,\Und,"pretend Spanish student ""Luiz""",|
4726,CCw2,Singles,Sheila Kelly,\Und,"RN:""Debbie""",|
4727,CCw2,Singles,James leGros,\Und,"RN:""Andy""",|
4728,CCw2,Singles,Jim True,\Und,"RN:""David""",|
4729,CCw2,Singles,Bill Pullman,\Und,"doctor ""Jamison""",|
4730,CCw2,Singles,Devon Raymond,\Und,"RN:""Butch""",|
4731,CCw2,Singles,Eric Stoltz,\Und,"RN:""Jaime""",|
4732,CCw2,Singles,Jeremy Piven,\Und,und,|
4733,CCw2,Singles,Tom Skerritt,\Und,"mayor ""Weber""",|
4734,CCw2,Singles,Wayne Coot,\Und,"singer ""Wayne Coot""",|
4735,CCw2,Singles,Xavier McDaniel,\Und,"singer ""Xavier McDaniel""",|
4736,CCw5,Jerry Maguire,Tom Cruise,\Und,"sports agent, changes attitude. fired",
4737,CCw5,Jerry Maguire,Renee Zellweger,\Und,"faithful secretary, singlr mother, marries Jerry ""Dorothy Boyd""",|
4738,CCw5,Jerry Maguire,Cuba Gooding~jr.,\Und,"wild football star, satys with Jerry, wins, helps Jerry's marriage ""Rod Tidwell""",|
4739,CCw5,Jerry Maguire,Kelly Preston,\Lov,"Jerry's sexy girlfriend, drops him ""Adrienne""",|
4740,CCw5,Jerry Maguire,Regina King,\Und,Rod's committed wife,
4741,CCw5,Jerry Maguire,Jerry OConnell,\Und,"agency boss, fires Jerry ""Bob Sugar""",|
4742,CCw5,Jerry Maguire,Jay Mohr,\Und,"Dorothy's son, loves Jerry",|
4743,CCw5,Jerry Maguire,Bonnie Hunt,\Und,Dorothy's divorced mother,|
4744,CCw5,Jerry Maguire,Leigh Steinberg,\Cam,"sports agent, mentor ""Dickey Fox""",|
4745,CD8,What's New Pussycat?,Peter OToole,\Und,attractive editor,|
4746,CD8,What's New Pussycat?,Peter Sellers,\Und,"psychiatrist, goes beserk",|
4747,CD8,What's New Pussycat?,Paula Prentiss,\Und,"pursuer, reads poem",|
4748,CD8,What's New Pussycat?,Romy Schneider,\Und,pursuer,|
4749,CD8,What's New Pussycat?,Woody Allen,\Und,und,|
4750,CD8,What's New Pussycat?,Capucine,\Und,pursuer,|
4751,CD8,What's New Pussycat?,Ursula Andress,\Und,und,|
4752,CD8,What's New Pussycat?,Louise Lasser,\Und,und,|
4753,CD8,What's New Pussycat?,Richard Burton,\Bit,bumps into editor,|
4754,CD8,What's New Pussycat?,Jack Lemmon,\Und,und,|
4755,CD11,Luv,Peter Falk,\Und,und,|
4756,CD11,Luv,Elaine May,\Und,und,|
4757,CD11,Luv,Nina Wayne,\Und,und,|
4758,CD11,Luv,Eddie Mayehoff,\Und,und,|
4759,CD20,Old Dracula,David Niven,\Und,"castle, tourist trap owner",|
4760,CD20,Old Dracula,Linda Hayden,\Und,"vampire ""Vampira""",|
4761,CD20,Old Dracula,Teresa Graves,\Und,vampire's mate,|
4762,CD20,Old Dracula,Veronica Carlson,\Und,und,|
4763,CD20,Old Dracula,Freddie Jones,\Und,und,|
4764,CD22,Vampira,David Niven,\Vil,count,|
4765,CD22,Vampira,Teresa Graves,\Und,beauty contest winner,|
4766,CD22,Vampira,Peter Bayliss,\Und,und,|
4767,CD22,Vampira,Jennie Linden,\Und,und,|
4768,CD22,Vampira,Linda Hayden,\Und,und,|
4769,CD22,Vampira,Nicky Henson,\Und,und,|
4770,CD22,Vampira,Bernard Breslaw,\Und,RSU,|
4771,CD22,Vampira,Veronica Carlson,\Und,und,|
4772,CD28,The Thief of Bagdad,Kabir Bedi,\Her,thief,|
4773,CD28,The Thief of Bagdad,Peter Ustinov,\Und,sultan,|
4774,CD28,The Thief of Bagdad,Terence Stamp,\Und,und,|
4775,CD28,The Thief of Bagdad,Roddy McDowall,\Und,und,|
4776,CD29,Charlie Chan and the Curse of the Dragon Queen,Peter Ustinov,\Agn,detective,|
4777,CD29,Charlie Chan and the Curse of the Dragon Queen,Angie Dickenson,\Und,und,|
4778,CD29,Charlie Chan and the Curse of the Dragon Queen,Richard Hatch,\Und,und,|
4779,CD29,Charlie Chan and the Curse of the Dragon Queen,Brian Keith,\Und,und,|
4780,CD29,Charlie Chan and the Curse of the Dragon Queen,Roddy McDowall,\Und,und,|
4781,CD29,Charlie Chan and the Curse of the Dragon Queen,Rachel Roberts,\Und,und,|
4782,CD29,Charlie Chan and the Curse of the Dragon Queen,Lee Grant,\Und,und,|
4783,CD29,Charlie Chan and the Curse of the Dragon Queen,Johnny Sekka,\Und,und,|
4784,CD29,Charlie Chan and the Curse of the Dragon Queen,Michelle Pfeiffer,\Bit,und,|
4785,CD33,A Christmas Carol,George C. Scott,\Und,"skinflint ""Scrooge""",|
4786,CD33,A Christmas Carol,David Warner,\Und,"assistant ""Cratchit""",|
4787,CD33,A Christmas Carol,Frank Finlay,\Und,"former partner ""Jacob Marley""",|
4788,CD33,A Christmas Carol,Edward Woodward,\Und,the spirit of Christmas present,|
4789,CD33,A Christmas Carol,Angela Pleasance,\Und,the spirit of Christmas past,|
4790,CD33,A Christmas Carol,Michael Carter,\Und,the spirit of Christmas yet to come,|
4791,CDe10,The Escape Artist,Griffin ONeal,\Und,"boy performer, retreats",|
4792,CDe10,The Escape Artist,Raul Julia,\Und,und,|
4793,CDe10,The Escape Artist,Teri Garr,\Und,und,|
4794,CDe10,The Escape Artist,Joan Hackett,\Und,und,|
4795,CDe10,The Escape Artist,Gabriel Dell,\Und,und,|
4796,CDe10,The Escape Artist,Desi Arnaz,\Und,und,|
4797,CdG1,Tarzan and his Mate,Johnny Weissmuller,\Her,"jungle boy ""Tarzan""",|
4798,CdG1,Tarzan and his Mate,Maureen OSullivan,\Und,"jungle girl ""Jane""",|
4799,CdG1,Tarzan and his Mate,Neil Hamilton,\Und,Jane's dejected admirer,|
4800,CdG1,Tarzan and his Mate,Paul Cavanagh,\Und,und,|
4801,CdG1,Tarzan and his Mate,Forrester Harvey,\Und,und,|
4802,CDM1,The Squaw Man,Dustin Farnum,\Und,und,|
4803,CDM1,The Squaw Man,Red Wing,\Und,Indian princess,|
4804,CDM1,The Squaw Man,Monroe Salisbury,\Und,und,|
4805,CDM1,The Squaw Man,Winifred Kingston,\Und,und,|
4806,CDM1,The Squaw Man,Billy Elmer,\Und,und,|
4807,CDM1,The Squaw Man,Dick LaStrange,\Und,und,|
4808,CDM3,The Virginian,Dustin Farnum,\Und,und,|
4809,CDM3,The Virginian,J.W. Johnston,\Und,und,|
4810,CDM3,The Virginian,Sidney Deane,\Und,und,|
4811,CDM3,The Virginian,Billy Elmer,\Und,und,|
4812,CDM3,The Virginian,Winifred Kingston,\Und,und,|
4813,CDM3,The Virginian,Tex Driscoll,\Und,und,|
4814,CDM6,Rose of the Rancho,Bessie Barrisdale,\Und,und,|
4815,CDM7,The Ghost Breaker,H.B. Warner,\Und,ghost buster,|
4816,CDM8,Call of the North,Robert Edeson,\Und,und,|
4817,CDM9,The Girl of the Golden West,Mabel vanBuren,\Und,"independent girl, owns bar, falls for, rescues stage coach robber",|
4818,CDM9,The Girl of the Golden West,Theodore Roberts,\Und,"sheriff, gamblers, loves girl",|
4819,CDM9,The Girl of the Golden West,House Peters,\Und,"handsome robber, turns nice, shot, escapes ""Ramerrez""",|
4820,CDM9,The Girl of the Golden West,Anita King,\Und,"moll, traitor ""Nina""",|
4821,CDM9,The Girl of the Golden West,Raymond Hatton,\Und,RZ:Weels Fargo agent,|
4822,CDM9,The Girl of the Golden West,Dick LaStrange,\Und,RZ:Indian sheriff's assistant,|
4823,CDM10,The Wild Goose Chase,Ina Claire,\Und,und,|
4824,CDM11,The Warrens of Virginia,Blanche Sweet,\Und,und,|
4825,CDM12,The Arab,Edgar Selwyn,\Und,und,|
4826,CDM13,The Goose Girl,Marguerite Clark,\Und,und,|
4827,CDM15,Carmen,Geraldine Farrar,\Vmp,"independent girl, to seduce guard",|
4828,CDM15,Carmen,Theda Bara,\Vmp,"RN:""Carmen""",Er(In another Carmen!)
4829,CDM16,Maria Rosa,Geraldine Farrar,\Und,und,|
4830,CDM17,The Captive,Blanche Sweet,\Und,"Montenegrin farm woman, gets nobleman ""Sonya""",|
4831,CDM17,The Captive,House Peters,\Und,"Turkish nobleman, imprisoned ""Mahmud""",|
4832,CDM17,The Captive,Gerald Ward,\Und,und,|
4833,CDM17,The Captive,Page Peters,\Und,und,|
4834,CDM17,The Captive,Theodore Roberts,\Und,und,|
4835,CDM17,The Captive,Jeanie McPherson,\Und,und,|
4836,CDM17,The Captive,Marjorie Daw,\Und,und,|
4837,CDM18,The Cheat,Fannie Ward,\Und,"selfish wife of stockbroker, embezzles",|
4838,CDM18,The Cheat,Sessue Hayakawa,\Und,"lecherous Japanese art dealer, lends money",|
4839,CDM18,The Cheat,Jack Dean,\Und,stockbroker,|
4840,CDM18,The Cheat,James Neill,\Und,und,|
4841,CDM18,The Cheat,Utaka Abe,\Und,und,|
4842,CDM18,The Cheat,Dana Ong,\Und,und,|
4843,CDM22,"Joan, the Woman",Geraldine Farrar,\Und,"martyr ""Joan of Arc""",|
4844,CDM32,The Squaw Man,Elliott Dexter,\Her,takes blame,|
4845,CDM32,The Squaw Man,Thurstom Kall,\Und,"cousin, thief",|
4846,CDM32,The Squaw Man,Katherine MacDowall,\Und,"wife, beloved",|
4847,CDM32,The Squaw Man,Jack Holt,\Und,outlaw,|
4848,CDM32,The Squaw Man,Naoh Beery,\Und,und,|
4849,CDM32,The Squaw Man,Tully Marshall,\Und,und,|
4850,CDM32,The Squaw Man,Herbert Shaw,\Und,und,|
4851,CDM32,The Squaw Man,Ann Little,\Und,Indian girl,|
4852,CDM32,The Squaw Man,Theodore Roberts,\Und,und,|
4853,CDM40,The Affairs of Anatol,Wallace Reid,\Und,incorrigiblr rake,|
4854,CDM40,The Affairs of Anatol,Gloria Swanson,\Und,faithful wife,|
4855,CDM40,The Affairs of Anatol,Wanda Hawley,\Und,conquest,|
4856,CDM40,The Affairs of Anatol,Elliott Dexter,\Und,und,|
4857,CDM40,The Affairs of Anatol,Bebe Daniels,\Und,"the wickedest woman in New York ""Satan Synne""",|
4858,CDM40,The Affairs of Anatol,Agnes Ayres,\Und,und,|
4859,CDM40,The Affairs of Anatol,Theodore Roberts,\Und,und,|
4860,CDM40,The Affairs of Anatol,Monte Blue,\Und,und,|
4861,CDM45,The Ten Commandments,Theodore Roberts,\Und,"prophet ""Moses""",|
4862,CDM45,The Ten Commandments,Charles deRoche,\Und,"pharao ""Ramses II""",|
4863,CDM51,The King of Kings,H.B. Warner,\Rul,"prophet ""Jesus""",|
4864,CDM51,The King of Kings,Jaqueline Logan,\Vic,"prostitute ""Mary Magdalene""",|
4865,CDM51,The King of Kings,Joseph Schildkraut,\Vil,"RN:""Judas""",|
4866,CDM51,The King of Kings,Ernest Torrence,\Wmp,"RN:""Peter""",|
4867,CDM51,The King of Kings,Victor Varconi,\Rul,"RN:""Pilate""",|
4868,CDM51,The King of Kings,Dorothy Cumming,\Inn,"RN:""Mary""",|
4869,CDM51,The King of Kings,Rudolph Schildkraut,\Und,"RN:""Caiaphas""",|
4870,CDM51,The King of Kings,Sally Rand,\Und,slave to Mary Magdalene,|
4871,CDM51,The King of Kings,Rita Gams,\Und,"RN:""Herodias""",|
4872,CDM52,Madame Satan,Reginald Denny,\Und,jumps into reservoir,|
4873,CDM52,Madame Satan,Lillian Roth,\Und,"energetic showgirl ""Trixie""",|
4874,CDM52,Madame Satan,Kay Johnson,\Und,"wife, becomes madame Satan",|
4875,CDM52,Madame Satan,Roland Young,\Und,und,|
4876,CDM52,Madame Satan,Marthe Sleeper,\Und,und,|
4877,CDM54,The Godless Girl,Lina Banquette,\Vil,rebel,|
4878,CDM54,The Godless Girl,George Duryea,\Vil,atheist,|
4879,CDM54,The Godless Girl,Marie Prevost,\Vil,girl in reformatory,|
4880,CDM56,The Sign of the Cross,Fredric March,\Und,"Roman soldier, converts",|
4881,CDM56,The Sign of the Cross,Elissa Landi,\Und,und,|
4882,CDM56,The Sign of the Cross,Charles Laughton,\Und,"emperor ""Nero""",|
4883,CDM56,The Sign of the Cross,Claudette Colbert,\Und,empress,|
4884,CDM56,The Sign of the Cross,Ian Keith,\Und,und,|
4885,CDM56,The Sign of the Cross,Harry Beresford,\Und,und,|
4886,CDM56,The Sign of the Cross,Arthur Hohl,\Und,und,|
4887,CDM56,The Sign of the Cross,Nat Pendleton,\Und,und,|
4888,CDM59,Cleopatra,Claudette Colbert,\Rul,queen,|
4889,CDM59,Cleopatra,Henry Wilcoxson,\Rul,"RN:""Anthony""",|
4890,CDM59,Cleopatra,Warren William,\Rul,"old caesar, dies",|
4891,CDM59,Cleopatra,Gertrude Michael,\Und,und,|
4892,CDM59,Cleopatra,Joseph Schildkraut,\Und,und,|
4893,CDM59,Cleopatra,Ian Keith,\Und,und,|
4894,CDM59,Cleopatra,C.Aubrey Smith,\Und,und,|
4895,CDM59,Cleopatra,Leonard Mudie,\Und,und,|
4896,CDM59,Cleopatra,Irving Pichel,\Und,und,|
4897,CDM59,Cleopatra,Arthur Hohl,\Und,und,|
4898,CDM64,The Plainsman,Gary Cooper,\Und,"RZ:cynic, gun slinger ""Wild Bill Hickock""",|
4899,CDM64,The Plainsman,Jean Arthur,\Und,"wagon driver ""Calamity Jane""",|
4900,CDM64,The Plainsman,Charles Bickford,\Und,und,|
4901,CDM64,The Plainsman,John Ellison,\Und,RZ:wants to sell rifles to Indians,|
4902,CDM64,The Plainsman,s a,\Und,"married ""Bill Cody""",|
4903,CDM64,The Plainsman,s a,\Und,Bill Cody's wife,|
4904,CDM64,The Plainsman,Paul Harvey,\Und,und,|
4905,CDM64,The Plainsman,Hank Worden,\Und,und,|
4906,CDM64,The Plainsman,Frank McGlynn,\Und,"president ""Lincoln""",|
4907,CDM68,The Buccaneer,Fredric March,\Und,"pirate ""Jean LaFitte""",|
4908,CDM73,Union Pacific,Barbara Stanwyck,\Und,und,|
4909,CDM73,Union Pacific,Joel McCrea,\Und,und,|
4910,CDM73,Union Pacific,Akim Tamiroff,\Und,und,|
4911,CDM73,Union Pacific,Robert Preston,\Und,und,|
4912,CDM73,Union Pacific,Lynne Overman,\Und,und,|
4913,CDM73,Union Pacific,Brian Donlevy,\Und,und,|
4914,CDM73,Union Pacific,Anthony Quinn,\Und,und,|
4915,CDM73,Union Pacific,Stanley Ridges,\Und,und,|
4916,CDM73,Union Pacific,Kenry Kolker,\Und,und,|
4917,CDM73,Union Pacific,Evelyn Keyes,\Und,und,|
4918,CDM73,Union Pacific,Regis Toomey,\Und,und,|
4919,CDM75,Reap the Wild Wind,John Wayne,\Und,und,|
4920,CDM75,Reap the Wild Wind,Ray Milland,\Und,und,|
4921,CDM75,Reap the Wild Wind,Paulette Goddard,\Und,und,|
4922,CDM77,Unconquered,Paulette Goddard,\Und,"convict, deported to colonies",|
4923,CDM77,Unconquered,Gary Cooper,\Und,"militiaman, lover",|
4924,CDM77,Unconquered,Boris Karloff,\Und,und,|
4925,CDM77,Unconquered,Howard daSilva,\Und,und,|
4926,CDM77,Unconquered,Cecil Kellaway,\Und,und,|
4927,CDM77,Unconquered,Ward Bond,\Und,und,|
4928,CDM77,Unconquered,Katherine deMille,\Und,und,|
4929,CDM77,Unconquered,Henry Wilcoxon,\Und,und,|
4930,CDM77,Unconquered,C.Aubrey Smith,\Und,und,|
4931,CDM77,Unconquered,Victor Varconi,\Und,und,|
4932,CDM77,Unconquered,Virginia Grey,\Und,und,|
4933,CDM77,Unconquered,Porter Hall,\Und,und,|
4934,CDM77,Unconquered,Mike Mazurki,\Und,und,|
4935,CDM79,The Greatest Show on Earth,Betty Hutton,\Und,trapeze artist,|
4936,CDM79,The Greatest Show on Earth,Cornel Wilde,\Und,trapeze artist,|
4937,CDM79,The Greatest Show on Earth,Gloria Grahame,\Und,assistant animal trainer,|
4938,CDM79,The Greatest Show on Earth,Charlton Heston,\Und,circus manager,|
4939,CDM79,The Greatest Show on Earth,James Stewart,\Und,clown,|
4940,CDM79,The Greatest Show on Earth,Dorothy Lamour,\Und,und,|
4941,CDM79,The Greatest Show on Earth,Emmett Kelly,\Und,und,|
4942,CDM79,The Greatest Show on Earth,Lyle Bettger,\Und,und,|
4943,CDM79,The Greatest Show on Earth,Henry Wilcoxon,\Und,und,|
4944,CDM79,The Greatest Show on Earth,John Ringling North,\Und,und,|
4945,CDM79,The Greatest Show on Earth,Lawrence Tierney,\Und,und,|
4946,CDM80,The Ten Commandments,Charlton Heston,\Und,"prophet ""Moses""",|
4947,CDM80,The Ten Commandments,Yul Brynner,\Und,"young pharao ""Ramses II""",|
4948,CDM80,The Ten Commandments,Edward G. Robinson,\Und,Jewish traitor,|
4949,CDM80,The Ten Commandments,Anne Baxter,\Und,"RZ:princess, daughter of pharao ""Nefertiti""",|
4950,CDM80,The Ten Commandments,Nina Foch,\Und,"RZ:sister of pharao ""Nephreteti""",|
4951,CDM80,The Ten Commandments,Yvonne deCarlo,\Und,"RZ:Malachite sheperd daughter, marries Moses",|
4952,CDM80,The Ten Commandments,John Derek,\Und,"RZ:brother ""Aaron""",|
4953,CDM80,The Ten Commandments,H.B. Warner,\Und,RZ:old pharao,|
4954,CDM80,The Ten Commandments,Henry Wilcoxon,\Und,und,|
4955,CDM80,The Ten Commandments,Telly Savales,\Und,"RZ:son of Pharao ""Ramses""",|
4956,CDM80,The Ten Commandments,Judith Anderson,\Und,"RZ:sinister, servant of Pharao's sister",|
4957,CDM80,The Ten Commandments,John Carradine,\Und,RZ:commander of slaves,|
4958,CDM80,The Ten Commandments,Douglass Dumbrille,\Und,und,|
4959,CDM80,The Ten Commandments,Cedric Hardwicke,\Und,likable old pharao,|
4960,CDM80,The Ten Commandments,Martha Scott,\Und,mother of Moses,|
4961,CDM80,The Ten Commandments,Vincent Price,\Und,RZ:Malachite shepherd,|
4962,CDM80,The Ten Commandments,Debra Paget,\Und,"slave girl, desired by traitor",|
4963,CDM80,The Ten Commandments,s a,\Und,"sister of Moses ""Miriam""",|
4964,CDN10,Body Talk),Gabi Just,\Und,dancer,|
4965,CDr9,The Passion of Joan of Arc,Maria Falconetti,\Und,"martyr ""Joan of Arc""",|
4966,CDr9,The Passion of Joan of Arc,Silvain,\Und,"RN:""Cauchon""",|
4967,CDr9,The Passion of Joan of Arc,Michel Simon,\Und,und,|
4968,CDr9,The Passion of Joan of Arc,Antonin Artaud,\Und,"brother, believer ""Massieu""",|
4969,CDr9,The Passion of Joan of Arc,s a,\Und,"Englisman ""Warwick""",|
4970,CDr10,Vampyr,Julian West,\Her,"investigates, loses blood, hallucinates, buried alive, flees with Gisele ""Allan Gray""",Alias(Nicholas deGunzburg)
4971,CDr10,Vampyr,Henriette Gerard,\Vic,"old vampire, staked ""Marguerite Chopin""",|
4972,CDr10,Vampyr,Rena Mandel,\Vic,"potential victim ""Gisele""",|
4973,CDr10,Vampyr,Jan Hieronimko,\Vil,"village doctor, possessed by vampire, killed by servant in flour chute",|
4974,CDr10,Vampyr,Maurice Schutz,\Vic,"lord, shot by phantom gamekeeper",|
4975,CDr10,Vampyr,Sybille Schmitz,\Vic,"near victim, bitten ""Leone""",|
4976,CDr10,Vampyr,Albrecht Bras,\Sav,"old servant, kills vampire",|
4977,CDr10,Vampyr,Nina Babanini,\Sdk,"servant's wife, comforts",|
4978,CDr10,Vampyr,s a,\Und,"nurse, confused",|
4979,CDr10,Vampyr,s a,\Und,"RZ:one-legged game keeper, possessed by vampire",|
4980,CDr30,Vredens Dag,Lisbeth Movin,\Und,"pastors young second wife, becomes witch-like",|
4981,CDr30,Vredens Dag,Thorkild Roose,\Und,"austere pastor, protecs unfaithful wife, dies of stroke ""Absalon""",|
4982,CDr30,Vredens Dag,Anna Svierkier,\Und,"vital woman, burned as witch",|
4983,CDr30,Vredens Dag,Preben Lerdoff Rye,\Und,"pastor's son, becomes wife's lover ""Martin""",|
4984,CDr30,Vredens Dag,Sigrid Neiiendam,\Und,pastor's forbidding mother,|
4985,CDu10,Watermelon Woman,Cheryl Dunye,\Und,aspiring black director,|
4986,CDu10,Watermelon Woman,s a,\Und,"rich white woman, lesbian lover",|
4987,CDv10,Noir et Blanc,Francis Frappat,\Und,weedy accountant,|
4988,CDv10,Noir et Blanc,Jacques Martial,\Und,masseur,|
4989,CEa1,Play Misty for Me,Clint Eastwood,\Vic,disc jockey,|
4990,CEa1,Play Misty for Me,Jessica Walter,\Psy,strange woman,|
4991,CEa1,Play Misty for Me,Donna Mills,\Und,girlfriend,|
4992,CEa1,Play Misty for Me,Don Siegel,\Und,bartender,|
4993,CEa2,High Plains Drifter,Clint Eastwood,\Und,mysterious stranger,|
4994,CEa2,High Plains Drifter,Verna Bloom,\Und,und,|
4995,CEa2,High Plains Drifter,Mariana Hill,\Und,und,|
4996,CEa3,The Outlaw Josey Wales,Clint Eastwood,\Und,after murdering robbers from Kansas,|
4997,CEa3,The Outlaw Josey Wales,Chief Dan George,\Und,"companion ""Lone Watie""",|
4998,CEa3,The Outlaw Josey Wales,Sondra Locke,\Und,"orphaned ""Laura Lee""",|
4999,CEa3,The Outlaw Josey Wales,Bill McKinney,\Und,und,|
5000,CEa3,The Outlaw Josey Wales,John Vernon,\Und,"RN:""Fletcher""",|
5001,CEa3,The Outlaw Josey Wales,Paula Trueman,\Und,"grandma ""Sarah""",|
5002,CEa3,The Outlaw Josey Wales,Sam Bottoms,\Und,"RN:""Jamie""",|
5003,CEa3,The Outlaw Josey Wales,Geraldine Keame,\Und,"liberated indian woman ""little moonlight""",|
5004,CEa3,The Outlaw Josey Wales,Woodrow Parfey,\Und,carpetbagger,|
5005,CEa3,The Outlaw Josey Wales,Royal Dano,\Und,carpetbagger,|
5006,CEa4,The Gauntlet,Clint Eastwood,\Und,disreputable cop,|
5007,CEa4,The Gauntlet,Sondra Locke,\Und,foulmouthed prostitute,|
