,Title,Year,Director,Production,Studio,Genre,Award
7375,"Zontar, The Thing from Venus",1966,Buchanan,PN:Buchanan,AIO,ScFi,aw
7376,Mistress of the Apes,1981,Buchanan,PN:John F. Rickert,Cineword,Advt,aw
7377,Prehistoric Women,1967,Carreras,Carreras,"Hammer, Fox",Porn,aw
7378,The Lost Continent,1968,Carreras,Carreras,Hammer,ScFi,aw
7379,Tevye and his Seven Daughters,1968,Golan,PN:,SU:,Ctxx,aw
7380,Diamonds,1976,Golan,PN:,SU:,Ctxx,aw
7381,Tm:Lepke,1977,Golan,Golan,Warners,Actn,H
7382,Tm:Eagles Attack at Dawn,1978,Golan,PN:,SU:,Ctxx,aw
7383,The Magician of Lubin,1979,Golan,PN:,SU:,Ctxx,aw
7384,Over the Brooklyn Bridge,1983,Golan,PN:,Golan-Globus,Drama,H
7385,Delta Force,1986,Golan,Golan,Cannon,Actn,H
7386,Who's afraid of Virginia Woolf,1966,M.Nichols,E.Lehman,Warners,,"AAN, AAN dir, H***"
7387,The Graduate,1967,M.Nichols,Turman,"U.A., Embassy",Comedy,"F19, AA dir, H***"
7388,Catch 22,1970,M.Nichols,PN:,SU:,Ctxx,aw
7389,Carnal Knowledge,1971,M.Nichols,M.Nichols,Avco,,Z*
7390,Tm:The Day of the Dolphin,1973,M.Nichols,PN:,SU:,Ctxx,aw
7391,The Fortune,1975,M.Nichols,PN:,Columbia,Comedy,aw
7392,Silkwood,1983,M.Nichols,PN:,SU:,"Bio-Pic,Drama",aw
7393,Heartburn,1986,M.Nichols,"PN:Nichols, Robert Greenhut",Paramount,Drama,H*
7394,Working Girl,1989,M.Nichols,PN:,SU:,Drama,aw
7395,Postcards from the Edge,1990,M.Nichols,PN:,SU:,Drama,aw
7396,Regarding Henry,1991,M.Nichols,PN:,Paramount,Drama,aw
7397,Wolf,1994,M.Nichols,PN:,SU:,"Noir,Comedy,Horror",aw
7398,The Birdcage,1996,M.Nichols,PU:,SU:,Comedy,aw
7399,Primary Colors,1997,M.Nichols,PU:,SU:,Comedy,
7400,Joanna,1967,Sarne,PN:,SU:,Ctxx,aw
7401,Myra Breckenridge,1969,Sarne,PN:Robert Fryer,Fox,"Porn,Fant",W50
7402,Sinderella and the Golden Bra,1966,Mart,PN:,SU:,Porn,|
7403,Any Wednesday,1966,R.E.Miller,Julius~Epstein,Warners,Comedy,H*
7404,Tm:The Baltimore Bullet,1980,R.E.Miller,PN:,SU:,CTxx,aw
7405,School for Sex,1966,Kinoshita,PU:,S:Toho,"Porn, Drama",
7406,School for Sex,1967,Kinoshita,PU:,S:Miracle,"Porn, Drama",-H
7407,Django,1966,Corbucci,PN:,SU:,West,aw
7408,The Payoff,1978,Corbucci,PN:,SU:,Ctxx,aw
7409,Georgy Girl,1966,Narizzano,"PN:Otto Plasckes, Robert A. Goldston",Columbia,"Comedy, Drama",H**
7410,Blood Bath,1966,Rothman,Corman,AIP,Horror,aw
7411,The Student Nurses,1971,Rothman,"PN:Charles Swartz, Corman",NWP,Porn,aw
7412,The Velvet Vampire,1971,Rothman,Charles Swartz,New World,"Horror,Comedy",aw
7413,"Who Are You, Polly Magoo?",1966,Klein,PN:,SU:,CTxx,aw
7414,Mister Freedom,1968,Klein,PN:,SU:,Documentary,aw
7415,PanAfrican Cultural Festival,1969,Klein,PN:,SU:,Documentary,aw
7416,"Eldridge Cleaver, Black Panther",1970,Klein,PN:,SU:,Documentary,aw
7417,The Model Couple,1976,Klein,PN:,SL:\Fr,CTxx,aw
7418,The Little Richard Story,1970,Klein,PN:,SU:,Bio-Pic,aw
7419,Mode in France,1985,Klein,PN:,SL:\Fr,CTxx,aw
7420,The French,1985,Klein,PN:,SL:\Fr,CTxx,aw
7421,A Degree of Murder,1967,Schlondorff,PN:,SU:,Ctxx,aw
7422,The Tin Drum,1966,Schlondorff,PN:,SU:,CTxx,AA dir
7423,The Lost Honor of Katharina Blum,1975,Schlondorff,PN:,SL:Germany,Drama,
7424,Coup de Grace,1976,Schlondorff,PN:,SU:,Drama,
7425,The Tin Drum,1979,Schlondorff,PU:,SU:,Drama,AA for
7426,Hotel de la Paix,1983,Schlondorff,PN:,SU:,Ctxx,aw
7427,Swann in Love,1984,Schlondorff,PN:,SU:,Ctxx,aw
7428,The Handmaid's Tale,1990,Schlondorff,PN:,SU:,ScFi,
7429,Voyager,1991,Schlondorff,PN:,SU:,Romantic,
7430,Palmetto,1998,Schlondorff,PN:Mathia Wendlandt,S:Castle Rock,Drama,aw
7431,The Ogre,1998,Schlondorff,PU:,SU:,Ctxx,
7432,Castro Street,1966,UnYear66,PN:,SU:,Ctxx,NFR -H
7433,Requiem for a Secret Agent,1966,UnYear66,PN:,SU:,Ctxx,aw
7434,The Fortune Cookie,1966,UnYear66,PU:,SU:,Ctxx,
7435,TS:The Life and Death of Judge Dredd,1972,UnYear72,PU:,SU:,West,
7436,Promise Her Anything,1966,UnYear72,PU:,Seven Arts. SD:Warners:,"Comedy, Romantic",
7437,Thanos and Despina,1967,Papatakis,PN:,SU:,Drama,aw
7438,The Photograpf,1986,Papatakis,PN:,SU:,"Romantic, Drama",aw
7439,The Love-Ins,1967,Dreifuss,PN:Katzman,Columbia,"Drama, Musical",aw
7440,The Shakiest Gun in the West,1967,Rafkin,PN:,SU:,Ctxx,aw
7441,Breakdown,1967,Bn.Blier,PN:,SU:,Ctxx,aw
7442,The Karate Killers,1967,Shear,PN:,MGM,Actn,aw
7443,Wild in the Streets,1968,Shear,PN:,SU:,Actn,aw
7444,The War Wagon,1967,Kennedy,PN:Marvin Schwartz,"Universal,batjac",West,H**
7445,Tm:Support Your Local Sheriff,1969,Kennedy,PN:William Bowers,U.A.,"Comedy,West",H**
7446,Enter Laughing,1967,C.Reiner,"PN:C.Reiner, Joseph Stein",Columbia,Comedy,H*
7447,The Comic,1969,C.Reiner,C.Reiner,Columbia,Comedy,H*
7448,Where's Poppa?,1970,C.Reiner,"PN:Jerry Tokovsky, Martin Worth",Key,"Noir,Comedy","F76,H*"
7449,"Oh, God",1977,C.Reiner,PN:Jerry Weintraub,Warners,Comedy,H*
7450,Dead Men Don't Wear Plaid,1982,C.Reiner,"PN:David V. Picker, William E. McEuen",Universal,Comedy,H*
7451,The Jerk,1983,C.Reiner,PN:,Warners,,
7452,The Man With Two Brains,1983,C.Reiner,PN:,Warners,Comedy,F43
7453,All of Me,1989,C.Reiner,PN:,Columbia,Comedy,F78
7454,Summer School,1986,C.Reiner,PN:,SU:,Ctxx,aw
7455,Show-Biz Nose,1989,C.Reiner,PN:,S:Leeville; SD:Warners,Comedy,aw
7456,Sibling Rivalry,1990,C.Reiner,Don~Miller,SU:,Comedy,aw
7457,Fatal Instinct,1993,C.Reiner,"PN:Katie Jacobs, Pierce Gardner",MGM,"Sup, Comedy",aw
7458,That Old Feeling,1996,C.Reiner,"Leslie Dixon, Jerry~Bruckheimer",S:Universal,"Romantic, Comedy",aw
7459,The Vengeance of She,1967,Owen,PN:Harry Allan Towers,"Hammer,Fox",Actn,aw
7460,The Return of She,1983,Owen,PN:,SU:,Actn,aw
7461,Titicut Follies,1967,Wiseman,PN:,SU:,Documentary,aw
7462,High School,1969,Wiseman,PN:,SU:,Documentary,aw
7463,Basic Training,1971,Wiseman,PN:,SU:,Documentary,aw
7464,Juvenile Court,1973,Wiseman,PN:,SU:,Documentary,aw
7465,Racetrack,1981,Wiseman,PN:,SU:,Documentary,aw
7466,High School II,1994,Wiseman,Wiseman,ZZipporah,Documentary,aw
7467,Barefoot in the Park,1967,Saks,PN:,S:Paramount,Romantic,H**
7468,The Odd Couple,1967,Saks,PN:,SU:,Comedy,aw
7469,Tm:Cactus Flower,1969,Saks,PN:,SU:,Ctxx,aw
7470,Last of the Red Hot Lovers,1972,Saks,PN:,SU:,Ctxx,aw
7471,Tm:Joe,1970,J.G.Avildsen,PN:David Gil,Cannon,Drama,H*
7472,Save the Tiger,1973,J.G.Avildsen,PN:Steve Shagan,Paramount,Drama,H*
7473,Rocky,1976,J.G.Avildsen,PN:Gene Kirkwood,U.A.,Romantic,"H**, AA, AA dir"
7474,Karate Kid,199x,J.G.Avildsen,PU:,SU:,CTxx,aw
7475,Neighbors,1981,J.G.Avildsen,PN:,SU:,Ctxx,aw
7476,Tm:The Formula,1981,J.G.Avildsen,PN:Steve Shagan,"MGM, CIP",Suspense,H
7477,Happy New Year,1987,J.G.Avildsen,PN:Jerry Weintraub,Columbia,"RomCom,Comedy",
7478,Lean on Me,1989,J.G.Avildsen,PN:Norman Twain,Warners,"Documentary,Drama",
7479,Karate Kid III,1989,J.G.Avildsen,PN:Jerry Weintraub,SU:,Actn,
7480,Rocky V,1990,J.G.Avildsen,PN:,U.A.,Actn,
7481,Stop Or My Mom Will Shoot,1992,J.G.Avildsen,PU:,SU:,Comedy,aw
7482,Assassins,1995,J.G.Avildsen,PU:,SU:,Actn,aw
7483,The Vengeance of Fu Manchu,1967,Summers,PN:Harry Alan Towers,"Anglo Amalgamted, Seven Arts",Horror,aw
7484,Ulysses,1967,Strick,Strick,Walter Reade,Drama,H*
7485,The Venetian Affair,1967,J.Thorpe,"PN:Thorpe,E.Jack Neuman",MGM,RomCom,aw
7486,The Mackenzie Break,1970,L.Johnson,PN:,SU:,Ctxx,aw
7487,You'll like My Mother,1972,L.Johnson,PN:,SU:,Ctxx,aw
7488,Lipstick,1976,L.Johnson,PN:Freddie Fields,"Paramount, deLaurentiis",Drama,H
7489,Foxes,1980,L.Johnson,PN:,SU:,Ctxx,aw
7490,Tm:Crisis at Central High,1980,L.Johnson,PN:,SU:,CTxx,aw
7491,Tm:Spacehunter: Adventures in the Forbidden Zone,1983,L.Johnson,"PN:Don Carmody, Andre Link, John Dunning",Columbia,Fant,H
7492,Downhill Racer,1967,M.Ritchie,PN:,SU:,Ctxx,aw
7493,The Candidate,1972,M.Ritchie,Redford,Warners,,H**
7494,Smile,1975,M.Ritchie,M.Ritchie,U.A.,Comedy,"F81,H*"
7495,The Bad News Bears,1976,M.Ritchie,PN:Stanley Jaffe,Paramount,Comedy,
7496,Semi-Tough,1977,M.Ritchie,PN:,Fox,Comedy,aw
7497,An Almost Perfect Affair,1979,M.Ritchie,PN:,SU:,Ctxx,aw
7498,Divine Madness,1980,M.Ritchie,PN:,SU:,Ctxx,aw
7499,Tm:The Island,1980,M.Ritchie,"R.Zanuck, D.Brown",Universal,"Advt,Horror",H
7500,The Survivors,1983,M.Ritchie,PN:,SU:,CTxx,aw
7501,Fletch,1986,M.Ritchie,"PN:Douglas, Gresman",Universal,Comedy,|
7502,Wild Cats,1986,M.Ritchie,"Goldie Hawn, Anthea Sylbert",Warners,Comedy,
7503,Diggstown,1992,M.Ritchie,PN:,SU:,Ctxx,
7504,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,1993,M.Ritchie,PN:,HBO,Bio-Pic,
7505,Wavelength,1967,Snow,PN:,SU:,Ctxx,aw
7506,The Story of a Three Day Pass,1967,MlVanPeebles,PN:,SU:,Ctxx,aw
7507,Watermelon Man,1969,MlVanPeebles,PN:,SU:,Ctxx,aw
7508,Sweet Sweetback's Badasssss Song,1971,MlVanPeebles,PN:,SU:,Ctxx,aw
7509,Don't Play Us Cheap,1972,MlVanPeebles,PN:,SU:,Ctxx,aw
7510,Identity Crisis,1989,MlVanPeebles,PN:,SU:,Ctxx,aw
7511,Vroom!,1993,MlVanPeebles,PN:,WDR,Romantic,aw
7512,The Italian Job,1969,Collinson,PN:,SU:,Ctxx,aw
7513,And Then There Were None,1974,Collinson,PN:Harry Alan Towers,EMI,Suspense,H
7514,The Spiral Staircase,1975,Collinson,PN:Peter Shaw,Waners,Suspense,H
7515,Tm:The Sell-Out,1976,Collinson,PN:Josef Shaftel,Warners,Advt,H
7516,The House on Garibaldi Street,1979,Collinson,PN:,SU:,Ctxx,aw
7517,Tm:The Earthling,1980,Collinson,PN:,SU:,Advt,CG*
7518,Out of It,1969,P.Williams,PN:,SU:,CTxx,aw
7519,The Revolutionary,1970,P.Williams,PN:,SU:,CTxx,aw
7520,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,1972,P.Williams,PN:,SU:,CTxx,aw
7521,Nunzio,1978,P.Williams,PN:,SU:,CTxx,aw
7522,Le `Petit Baigneur',1967,Dhery,PN:,SU:,Comedy,aw
7523,Theater of Death,1967,Gallu,PN:Michael SmedleyAnn,Hemispher SL:\GB,Horror,aw
7524,Tm:Born Losers,1967,T.Laughlin,PN:Delores Taylor,AIP,Drama,H
7525,Tm:Billy Jack,1971,T.Laughlin,PN:Mary Rose Solti,Warners,Drama,H*
7526,The Theatre of M.~and Mme.~Kobal,1967,Borowczyck,PN:,SU:,CTxx,aw
7527,"Goto, Island of Love",1968,Borowczyck,PN:,SU:,CTxx,aw
7528,Blanche,1972,Borowczyck,PN:,SU:,CTxx,aw
7529,Immoral Tales,1974,Borowczyck,PN:Anatole Dauman,"Argos, NewLine","Romantic,Porn",H
7530,The Story of Sin,1974,Borowczyck,PN:,SU:,CTxx,aw
7531,La Bete,1975,Borowczyck,PN:,SU:,CTxx,aw
7532,The Streetwalker,1976,Borowczyck,PN:,SU:,CTxx,aw
7533,Dr.~Jekyll and the Women,1981,Borowczyck,PN:,SU:,CTxx,aw
7534,Even Dwarfs Started Small,1970,Herzog,PN:,SU:,,
7535,"Aguirre, the Wrath of God",1973,Herzog,Herzog,Hessischer RF,,H**
7536,Nosferatu the Vampyre,1978,Herzog,Herzog,Gaumont,Horror,H*
7537,Fitzcarraldo,1982,Herzog,PN:,SU:,Advt,aw
7538,Schrei aus Stein,1991,Herzog,PN:,Sera-Molecule-Stock,Advt,aw
7539,My Intimate Enemy,1999,Herzog,PU:,SU:,Documentary,GP
7540,Cpacabana Fools Me,1968,daFontoura,PU:,SU:,Ctxx,
7541,Valparaiso Mon Amour,1968,Francia,PN:,SU:,Drama,aw
7542,The Lion in Winter,1968,A.Harvey,PN:Martin Poll,Avco Embassy,Drama,H*; AAN; AAN dir
7543,Inadmissable Evidence,1968,A.Page,PN:,SU:,Ctxx,aw
7544,I Never Promised You a Rose Garden,1977,A.Page,Corman,New World,Drama,H
7545,The Lady Vanishes,1979,A.Page,"PN:Michael Carreras, Tom Sachs","Rank, Hammer",,H
7546,Middlemarch,1979,A.Page,PN:,BBC,Drama,
7547,"Krakatoa, East of Java",1968,Kowalski,PN:Lester A. Sansom,ABC,H,"ship, Java Sea; T(1883)"
7548,unknown,1968,B.dePalma,PN:,SU:,Ctxx,
7549,"Hi, Mom!",1970,B.dePalma,PN:Charles Hirsch,SU:,Comedy,
7550,Tm:Sisters,1973,B.dePalma,E.Pressman,SU:,Suspense,
7551,Phantom of The Paradise,1974,B.dePalma,E.Pressman,Fox,Musical,H*
7552,Obsession,1976,B.dePalma,PN:Robert S. Bremson,Columbia,Suspense,H*
7553,Carrie,1976,B.dePalma,PN:,SU:,Horror,
7554,The Fury,1979,B.dePalma,PN:Ron Pressman,Fox,"ScFi,Suspense",H*
7555,Dressed to Kill,1980,B.dePalma,PN:Samuel Z. Arkoff,Filmways,"Comedy,Horror",H**
7556,Blow Out,1981,B.dePalma,PN:,SU:,Drama,aw
7557,Scarface,1983,B.dePalma,Bregman,Universal,,H
7558,Body Double,1984,B.dePalma,B.dePalma,Columbia,"Suspense,Porn",H
7559,Wise Guys,1984,B.dePalma,PN:Aaron Russo,MGM-U.A.,RomCom,H
7560,The Untouchables,1987,B.dePalma,PN:,Columbia,Actn,aw
7561,Casualties of War,1989,B.dePalma,PN:,Columbia,Drama,
7562,The Bonfire of the Vanities,1990,B.dePalma,B.dePalma,Warners,Drama,aw
7563,Raising Cain,1992,B.dePalma,PN:,Warners; SD:Universal,"Drama, Horror",aw
7564,Carlito's Way,1993,B.dePalma,PN:,Universal,Drama,aw
7565,Mission Impossible,1996,dePalma,"PN:Tom Cruise, Paula Wagner",S:Paramount,Actn,aw
7566,Snake Eyes,1998,dePalma,PU:,SU:,Suspense,
7567,Riot,1968,Kulik,PN:William Castle,Paramount,Actn,H
7568,Tm:Brian's Song,1970,Kulik,PN:,SU:,CTxx,aw
7569,Tm:Shamus,1973,Kulik,PN:,SU:,CTxx,aw
7570,The Hunter,1980,Kulik,PN:Mort Engelberg,Paramount,Actn,H
7571,A Challenge for Robin Hood,1968,PenningtonRichards,PN:Clifford Parkes,Hammer,Advt,H*
7572,The Hour of the Furnaces,1968,Solanas,PN:,SU:,Documentary,aw
7573,Yellow Submarine,1968,Dunning,PN:Al Brodax,King Features,Cart,H*
7574,I Never Sang for my Father,1968,Cates,Cates,S:Columbia,Drama,"AAN dir, H*"
7575,Tm:Last Married Couple in America,1980,Cates,PN:John Shaner,Universal,"Comedy,Romantic",H
7576,"Tm:Oh God, Book II",1980,Cates,PN:,Warners,Romantic,H
7577,The Night of The Living Dead,1968,Romero,"PN:Russel Steiner, Karl Hardman","Walter Reade Org., Continental",Horror,"Z*, H"
7578,Tm:Season of the Witch,1972,Romero,PN:,SU:,Horror,|
7579,The Crazies,1972,Romero,PN:Alvin C. Croft,Cambist,Horror,
7580,Martin,1978,Romero,PN:,SU:,Horror,aw
7581,Dawn of the Dead,1979,Romero,PN:,SU:,Horror,|
7582,Tm:Knightriders,1981,Romero,PN:,SU:,Ctxx,aw
7583,Creepshow,1982,Romero,PN:,SU:,Horror,
7584,The Night of The Living Dead - the Remake,1990,Romero,PN:,SU:,Horror,
7585,The Dark Half,1990,Romero,PN:,SU:,Horror,
7586,Erotissimo,1968,Pires,PN:,SU:,Comedy,aw
7587,Fantasia chez les ploucs,1970,Pires,PN:,SU:,Comedy,aw
7588,Beru et ces Dames,1968,Lefranc,PN:,SU:,RomCom,aw
7589,Tm:With Six You Get Eggroll,1968,H.Morris,PN:Martin Melcher,Cinema Center,Comedy,H
7590,The Valley of Gwangi,1968,OConnelly,PN:Charles H. Schneer,Warners,"ScFi,West",H
7591,"Thank You, Mask Man",1968,J.Hale,PN:,Imagination,Cart,aw
7592,Marquis de Sade: Justine,1968,Franco,,AIP,Horror,aw
7593,Kiss and Kill,1968,Franco,PN:Harry Alan Towers,Commonwealth United,Horror,aw
7594,The Castle of Fu Manchu,1968,Franco,PN:Harry Alan Towers,International Cinema,Horror,aw
7595,Venus in Furs,1970,Franco,PN:Harry Alan Towers,AIP,Horror,aw
7596,Jack the Ripper,1976,Franco,PN:,SU:,Horror,aw
7597,The Bofors Gun,1968,Gold,PN:,SU:,Ctxx,aw
7598,The National Health,1973,Gold,PN:,SU:,Ctxx,aw
7599,Man Friday,1976,Gold,PN:Jules Buck,Avco-Embassy,Drama,H
7600,Tm:The Medusa Touch,1978,Gold,"PN:Arnon Milchan, Elliott Kastner",ITC,Actn,H*
7601,The Tenth Man,1988,Gold,PN:Norman Rosemont,MGM,Ctxx,aw
7602,Adieu L'Ami!,1968,J.Herman,PN:,SU:,RomCom,aw
7603,The Christmas Tree,1968,J.Clark,PN:,SU:,Ctxx,aw
7604,Every Home Should Have One,1970,J.Clark,PN:,SU:,Ctxx,aw
7605,Tm:Think Dirty,1970,J.Clark,PN:,SU:,Ctxx,aw
7606,Rentadick,1972,J.Clark,PN:,SU:,Ctxx,aw
7607,Tm:Madhouse,1974,J.Clark,PN:Milton Subotsky,AIP,"Comedy,Horror",H*
7608,David Holzman's Diary,1968,McBride,PN:,SU:,Ctxx,aw
7609,Glenn and Randa,1971,McBride,PN:Sidney Glazier,UMC,ScFi,aw
7610,Breathless,1983,McBride,PN:,SU:,Ctxx,aw
7611,The Big Easy,1986,McBride,PN:,SU:,Ctxx,aw
7612,Great Balls of Fire,1989,McBride,PN:Adam Fields,SU:,Musical,[27]
7613,The Wrong Man,1993,McBride,PN:,Showtime,"Noir,Romantic",aw
7614,The Bliss of Mrs. Blossom,1968,McGrath,PN:,SU:,"Romantic,Comedy",aw
7615,"Tm:30 is a Dangerous Age, Cynthia",1980,McGrath,PN:,SU:,CTxx,aw
7616,The Vampire's Rape,1968,Rollin,PN:Sam Selsky,Box Office,Porn,aw
7617,The Naked Vampire,1969,Rollin,PN:Sam Selsky,Box Office,Porn,aw
7618,The Vampire's Thrill,1970,Rollin,PN:Sam Selsky,Box Office,Porn,aw
7619,Virgins and Vampires,1972,Rollin,PN:Sam Selsky,Box Office,Porn,aw
7620,Tm:Don't Raise the Bridge - Lower the River,1968,Paris,PN:,SU:,CTxx,aw
7621,Tm:How to Break Up a Happy Divorce,1980,Paris,PN:,SU:,CTxx,aw
7622,Three,1977,Salter,PU:,SU:,Romantic,beach
7623,Interlude,1968,Billington,PN:,Columbia,Drama,H
7624,The Light at the Edge of the World,1971,Billington,"PN:Kirk Douglas, Ilya Salkind","Byrna, Triumfilm",,H
7625,Black Lizard,1968,Fukasaku,PN:,SU:,Suspense,aw
7626,Virus,1980,Fukasaku,PN:Haruli Kadokawa,Toho,Disa,
7627,Harlem Theatre,1968,Wildenhahn,PN:,SU:,Documentary,aw
7628,The Producers,1968,Mel~Brooks,PN:Sidney Glazier,"Avco-Embassy, SD:MGM",Comedy,"F06, H*, Z*"
7629,Tm:The Twelve Chairs,1970,Mel~Brooks,PN:Michael Herzog,UMC,Comedy,H
7630,Blazing Saddles,1974,Mel~Brooks,PN:Michael Herzberg,Warners,Comedy,"F27, H*"
7631,Young Frankenstein,1974,Mel~Brooks,Michael Gruskoff,Fox,Comedy,"F37,H**"
7632,Silent Movie,1976,Mel~Brooks,PN:Michael Hertzberg,Fox,,H*
7633,High Anxiety,1978,Mel~Brooks,Mel~Brooks,Fox,Comedy,
7634,Tm:History of the World Part I,1981,Mel~Brooks,PN:,SU:,Ctxx,aw
7635,Blue Skies Again,1982,Mel~Brooks,PN:,SU:,Ctxx,aw
7636,When Things were Rotten,1985,Mel~Brooks,PN:,SU:,Comedy,aw
7637,Life Stinks,1991,Mel~Brooks,PN:,SU:,Comedy,aw
7638,Robin Hood: Men in Tights,1993,Mel~Brooks,PN:,SU:,Comedy,aw
7639,Tm:Battle Beneath the Earth,1968,Tully,PN:Charles Reynolds,MGM,ScFi,H*
7640,The Fox,1968,Rydell,PN:Howard Koch,Warners,Comedy,H*
7641,Tm:Harry and Walter Go to New York,1976,Rydell,PN:,SU:,CTxx,aw
7642,The Cowboys,1971,Rydell,PN:,SU:,West,lc
7643,The Rose,1979,Rydell,PN:,SU:,Bio-Pic,aw
7644,On Golden Pond,1981,Rydell,PN:Bruce Gilbert,ITC,Romantic,"H***, AA dir"
7645,For the Boys,1991,Rydell,PN:,SU:,"Bio-Pic,Musical",aw
7646,Intersection,1994,Rydell,"PN:Bud Yorkin, Golchan",Paramount,Drama,aw
7647,Pretty Poison,1968,N.Black,PN:Marshall Backlear,Fox,Suspense,H**
7648,Private School,1983,N.Black,PN:,SU:,Porn,CG*
7649,Targets,1968,Bogdanovich,"Bogdanovich, Corman",Paramount,Horror,aw
7650,The Last Picture Show,1971,Bogdanovich,PN:Stephen J. Friedman,BBS,Romantic,"AAN, AAN dir, Z*, H***"
7651,"What's Up, Doc?",1972,Bogdanovich,Peters,Warners,Comedy,"F70,H**"
7652,Paper Moon,1973,Bogdanovich,Bogdanovich,Paramount,Comedy,H**
7653,Daisy Miller,1974,Bogdanovich,Bogdanovich,SU:,Ctxx,aw
7654,At Long Last Love,1975,Bogdanovich,PU:,SU:,CTxx,aw
7655,Nickelodeon,1976,Bogdanovich,PN:Frank Marshall,Columbia,"Drama, Historic",H*
7656,They All Laughed,1982,Bogdanovich,"PN:George Morfogan, Blaine Novak",Time-Life,Comedy,"H*, CG*"
7657,The Mask,1985,Bogdanovich,PN:Martin Starger,Universal,Documentary,H**
7658,Texasville,1989,Bogdanovich,PU:,SU:,CTxx,aw
7659,Noises Off,1992,Bogdanovich,PN:,SU:,Comedy,
7660,Marlowe,1968,P.Bogart,PN:Sergei Petchnikoff,MGM,Suspense,H*
7661,The Skin Game,1971,P.Bogart,PN:Harry Keller,Warners,West,H*
7662,Tm:Class of '44,1973,P.Bogart,PN:P.Bogart,Warners,Drama,aw
7663,Torch Song Trilogy,1988,P.Bogart,PN:,SU:,Romantic,
7664,"Rachel, Rachel",1968,P.Newman,PN:,SU:,CTxx,NYFCdir
7665,Sometimes A Great Notion,1971,P.Newman,PN:,SU:,Ctxx,aw
7666,Harry and Son,1984,P.Newman,P.Newman,SU:,CTxx,H
7667,The Glass Menagerie,1987,P.Newman,PN:,SU:,Drama,aw
7668,How to Steal the World,1968,Roley,PN:,MGM,Actn,aw
7669,Tm:The Loners,1974,Roley,PN:,SU:,CTxx,aw
7670,The Subject was Roses,1968,Grosbard,PN:,SU:,Ctxx,aw
7671,Who is Henry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971,Grosbard,PN:,SU:,Ctxx,aw
7672,Straight Time,1978,Grosbard,"PN:Stanley Beck, Tim Zinneman",Warners,,H
7673,Tm:True Confessions,1981,Grosbard,PN:James D. Brubaker,U.A.,"Myst,Bio-Pic",H**
7674,The Omegans,1968,W.Wilder,W.Wilder,Paramount,"Horror, ScFi",aw
7675,Otoko wa Tsurayo,1968,Yamada,PN:,Shochiku,Drama,
7676,Otoko wa Tsurayo,1989,Yamada,PN:,Shochiku,Drama,
7677,"Tora-San, the Memorial Day of Salad",1989,Yamada,PN:,Shochiku,Comedy,
7678,Tora-San Goes to Vienna,1989,Yamada,PN:,Shochiku,Drama,
7679,What A Life! My Uncle Tora,1990,Yamada,PN:,Shochiku,Comedy,
7680,Gakko,1993,Yamada,PN:Shigehiro Nakagawa,Shochiku,Romantic,"film, dir"
7681,TZ:,1996,Yamada,PN:,Shochiku,Comedy,
7682,Dracula vs. Frankenstein,1969,Adamson,Adamason,Independent-International,Horror,aw
7683,Tm:Jessi's Girls,1983,Adamson,PN:,SU:,Ctxx,aw
7684,Dracula A.D. 1972,D:1972,A.Gibson,PN:Josephine Douglas,"Hammer, Warners",Horror,
7685,Souveniers d'en France,1975,Techine,PN:,SU:,Ctxx,aw
7686,Barocco,1977,Techine,PN:,SU:,Ctxx,aw
7687,Scene of the Crime,1987,Techine,PN:,SU:,"Romantic,Suspense",aw
7688,Wild Reeds,1993,Techine,PU:,SU:,Ctxx,
7689,Les Voleurs,1996,Techine,PU:,SU:,Suspense,aw
7690,More,1969,Schroeder,PN:,SU:,Ctxx,aw
7691,The Valley,1972,Schroeder,PN:,SU:,Ctxx,aw
7692,General Idi Amin,1974,Schroeder,PN:,SU:,Documentary,aw
7693,Maitresse,1975,Schroeder,PN:,SU:,Ctxx,aw
7694,"Koko, the Talking Gorilla",1977,Schroeder,PN:,SU:,Documentary,aw
7695,Barfly,1987,Schroeder,"Schroeder, Fred Roos, Tom Luddy",Cannon,Bio-Pic,|
7696,Reversal of Fortune,1990,Schroeder,"E.Pressman, O.Stone",Warners,Bio-Pic,
7697,Single White Female,1992,Schroeder,Schroeder,Columbia,Suspense,
7698,Before and After,1996,Schroeder,PU:,SU:,Drama,
7699,Extreme Measures,1997,Schroeder,PU:,SU:,CTxx,aw
7700,Jeanne Dielman,1969,Akerman,PN:,SU:,AvGa,aw
7701,23 Quai du Commerce,1970,Akerman,PN:,SU:,AvGa,aw
7702,News From Home,1976,Akerman,PN:,SU:,Documentary,aw
7703,D'Est,1993,Akerman,PN:,Paradise,Documentary,aw
7704,A Couch in New York,1998,Akerman,PU:,SU:,Romantic,
7705,Tm:Lovers and Other Strangers,1970,C.Howard,PN:,SU:,CTxx,aw
7706,Performance,1969,Cammell,PN:Sanford Lieberson,Warners,Actn,
7707,Demon Seed,1977,Cammell,PN:Herb Jaffe,MGM,ScFi,H
7708,Easy Rider,1969,D.Hopper,PN:Peter Fonda,Columbia,,"Z*, Cannes"
7709,Out of the Blue,1982,D.Hopper,PN:Gary Jules Jouvenat,SU:,Drama,RE***?
